EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
634,38.0,1495.0,10.0,1.0,76.0,9824.0,22174.0,3.0,19.0,3.0,80.0,18.0,4.0,1.0,0.0,0.0,0.0,3,3,3,2,3,3,1,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Y,No,0
635,37.0,446.0,1.0,1.0,65.0,6447.0,15701.0,6.0,12.0,3.0,80.0,8.0,2.0,6.0,5.0,4.0,3.0,4,2,3,2,2,2,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,No,0
638,49.0,1245.0,18.0,1.0,58.0,19502.0,2125.0,1.0,17.0,3.0,80.0,31.0,5.0,31.0,9.0,0.0,9.0,4,4,2,5,3,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Y,Yes,0
639,24.0,691.0,23.0,1.0,89.0,2725.0,21630.0,1.0,11.0,3.0,80.0,6.0,3.0,6.0,5.0,1.0,4.0,3,2,4,1,4,2,2,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,Yes,0
641,26.0,703.0,28.0,1.0,66.0,6272.0,7428.0,1.0,20.0,4.0,80.0,6.0,5.0,5.0,3.0,1.0,4.0,2,1,3,2,2,4,2,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
643,24.0,823.0,17.0,1.0,94.0,2127.0,9100.0,1.0,21.0,4.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,2,4,2,1,2,4,1,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,Y,No,0
644,50.0,1246.0,3.0,1.0,99.0,18200.0,7999.0,1.0,11.0,3.0,80.0,32.0,2.0,32.0,5.0,10.0,7.0,3,1,3,5,2,3,1,3,Travel_Frequently,Human Resources,Medical,Male,Manager,Married,Y,No,0
645,25.0,622.0,13.0,1.0,40.0,2096.0,26376.0,1.0,11.0,3.0,80.0,7.0,1.0,7.0,4.0,0.0,6.0,1,2,3,1,3,3,0,3,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,Y,No,0
647,24.0,1287.0,7.0,1.0,55.0,2886.0,14168.0,1.0,16.0,3.0,80.0,6.0,4.0,6.0,3.0,1.0,2.0,3,1,3,1,3,4,1,3,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,Yes,1
648,30.0,448.0,12.0,1.0,74.0,2033.0,14470.0,1.0,18.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,4,2,2,1,1,3,1,4,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,Y,No,1
649,34.0,254.0,1.0,1.0,83.0,3622.0,22794.0,1.0,13.0,3.0,80.0,6.0,3.0,6.0,5.0,1.0,3.0,2,2,2,1,4,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,0
650,31.0,1365.0,13.0,1.0,46.0,4233.0,11512.0,2.0,17.0,3.0,80.0,9.0,2.0,3.0,1.0,1.0,2.0,4,2,3,2,1,3,0,1,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Y,No,1
652,35.0,538.0,25.0,1.0,54.0,3681.0,14004.0,4.0,14.0,3.0,80.0,9.0,3.0,3.0,2.0,0.0,2.0,2,1,2,2,4,4,0,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Y,No,0
653,31.0,525.0,6.0,1.0,66.0,5460.0,6219.0,4.0,22.0,4.0,80.0,13.0,4.0,7.0,7.0,5.0,7.0,4,1,4,2,4,4,2,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Y,No,0
655,27.0,798.0,6.0,1.0,66.0,2187.0,5013.0,0.0,12.0,3.0,80.0,6.0,5.0,5.0,3.0,0.0,3.0,4,1,2,1,3,3,2,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,Y,No,0
656,37.0,558.0,2.0,1.0,75.0,9602.0,3010.0,4.0,11.0,3.0,80.0,17.0,3.0,3.0,0.0,1.0,0.0,3,4,3,2,3,3,1,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,Yes,0
657,20.0,959.0,1.0,1.0,83.0,2836.0,11757.0,1.0,13.0,3.0,80.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4,2,1,2,4,0,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,No,0
659,42.0,622.0,2.0,1.0,81.0,4089.0,5718.0,1.0,13.0,3.0,80.0,10.0,4.0,10.0,2.0,2.0,2.0,4,3,3,2,4,2,2,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Y,No,0
661,43.0,782.0,6.0,1.0,50.0,16627.0,2671.0,4.0,14.0,3.0,80.0,21.0,3.0,1.0,0.0,0.0,0.0,4,2,2,4,4,3,1,2,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,Y,Yes,0
662,38.0,362.0,1.0,1.0,43.0,2619.0,14561.0,3.0,17.0,3.0,80.0,8.0,3.0,0.0,0.0,0.0,0.0,1,3,3,1,1,4,0,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,No,0
663,43.0,1001.0,9.0,1.0,72.0,5679.0,19627.0,3.0,13.0,3.0,80.0,10.0,3.0,8.0,7.0,4.0,7.0,5,4,3,2,3,2,1,3,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,Yes,0
664,48.0,1236.0,1.0,1.0,40.0,15402.0,17997.0,7.0,11.0,3.0,80.0,21.0,3.0,3.0,2.0,0.0,2.0,4,4,2,4,1,1,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married,Y,No,0
665,44.0,1112.0,1.0,1.0,50.0,5985.0,26894.0,4.0,11.0,3.0,80.0,10.0,1.0,2.0,2.0,0.0,2.0,4,1,2,2,3,2,0,4,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,Y,No,0
666,34.0,204.0,14.0,1.0,31.0,2579.0,2912.0,1.0,18.0,3.0,80.0,8.0,3.0,8.0,2.0,0.0,6.0,3,3,3,1,3,4,2,3,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Divorced,Y,Yes,0
667,27.0,1420.0,2.0,1.0,85.0,3041.0,16346.0,0.0,11.0,3.0,80.0,5.0,3.0,4.0,3.0,0.0,2.0,1,3,3,1,1,2,1,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,Y,No,1
669,21.0,1343.0,22.0,1.0,49.0,3447.0,24444.0,1.0,11.0,3.0,80.0,3.0,2.0,3.0,2.0,1.0,2.0,1,3,3,1,3,3,0,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,Y,No,0
671,44.0,1315.0,3.0,1.0,35.0,19513.0,9358.0,4.0,12.0,3.0,80.0,26.0,2.0,2.0,2.0,0.0,1.0,4,4,3,5,4,1,1,4,Travel_Rarely,Research & Development,Other,Male,Manager,Married,Y,Yes,0
675,22.0,604.0,6.0,1.0,69.0,2773.0,12145.0,0.0,20.0,4.0,80.0,3.0,3.0,2.0,2.0,2.0,2.0,1,1,3,1,3,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
677,33.0,1216.0,8.0,1.0,39.0,7104.0,20431.0,0.0,12.0,3.0,80.0,6.0,3.0,5.0,0.0,1.0,2.0,4,3,3,2,3,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,No,0
679,32.0,646.0,9.0,1.0,92.0,6322.0,18089.0,1.0,12.0,3.0,80.0,6.0,2.0,6.0,4.0,0.0,5.0,4,1,3,2,4,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,Yes,0
680,30.0,160.0,3.0,1.0,71.0,2083.0,22653.0,1.0,20.0,4.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,3,3,3,1,3,3,1,3,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,Y,No,0
682,53.0,238.0,1.0,1.0,34.0,8381.0,7507.0,7.0,20.0,4.0,80.0,18.0,2.0,14.0,7.0,8.0,10.0,1,4,3,2,1,4,0,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Y,No,0
683,34.0,1397.0,1.0,1.0,42.0,2691.0,7660.0,1.0,12.0,3.0,80.0,10.0,4.0,10.0,9.0,8.0,8.0,5,2,3,1,4,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
684,45.0,306.0,26.0,1.0,100.0,4286.0,5630.0,2.0,14.0,3.0,80.0,5.0,4.0,1.0,1.0,0.0,0.0,4,1,3,2,1,4,2,3,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,1
686,26.0,991.0,6.0,1.0,71.0,2659.0,17759.0,1.0,13.0,3.0,80.0,3.0,2.0,3.0,2.0,0.0,2.0,3,3,3,1,4,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,Yes,0
689,37.0,482.0,3.0,1.0,36.0,9434.0,9606.0,1.0,15.0,3.0,80.0,10.0,2.0,10.0,7.0,7.0,8.0,3,3,3,3,3,3,1,3,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,Y,No,0
690,29.0,1176.0,3.0,1.0,62.0,5561.0,3487.0,1.0,14.0,3.0,80.0,6.0,5.0,6.0,0.0,1.0,2.0,2,2,3,2,3,1,1,2,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Y,No,0
691,35.0,1017.0,6.0,1.0,82.0,6646.0,19368.0,1.0,13.0,3.0,80.0,17.0,3.0,17.0,11.0,11.0,8.0,4,2,1,2,4,2,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
692,33.0,1296.0,6.0,1.0,30.0,7725.0,5335.0,3.0,23.0,4.0,80.0,15.0,2.0,13.0,11.0,4.0,7.0,3,3,3,2,4,3,1,1,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,0
698,54.0,397.0,19.0,1.0,88.0,10725.0,6729.0,2.0,15.0,3.0,80.0,16.0,1.0,9.0,7.0,7.0,1.0,4,3,3,3,2,3,1,4,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,Y,No,0
699,36.0,913.0,9.0,1.0,48.0,8847.0,13934.0,2.0,11.0,3.0,80.0,13.0,2.0,3.0,2.0,0.0,2.0,2,2,2,2,2,3,1,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,Y,Yes,0
700,27.0,1115.0,3.0,1.0,54.0,2045.0,15174.0,0.0,13.0,3.0,80.0,5.0,0.0,4.0,2.0,1.0,1.0,4,1,2,1,4,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
701,20.0,1362.0,10.0,1.0,32.0,1009.0,26999.0,1.0,11.0,3.0,80.0,1.0,5.0,1.0,0.0,1.0,1.0,1,4,3,1,3,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,Yes,1
702,33.0,1076.0,3.0,1.0,70.0,3348.0,3164.0,1.0,11.0,3.0,80.0,10.0,3.0,10.0,8.0,9.0,7.0,3,1,3,1,1,1,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,Yes,1
704,35.0,727.0,3.0,1.0,41.0,1281.0,16900.0,1.0,18.0,3.0,80.0,1.0,3.0,1.0,0.0,0.0,0.0,3,3,2,1,3,3,2,3,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
705,23.0,885.0,4.0,1.0,58.0,2819.0,8544.0,2.0,16.0,3.0,80.0,5.0,3.0,3.0,2.0,0.0,2.0,3,1,4,1,1,1,1,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
707,25.0,810.0,8.0,1.0,57.0,4851.0,15678.0,0.0,22.0,4.0,80.0,4.0,4.0,3.0,2.0,1.0,2.0,3,4,4,2,2,3,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
709,38.0,243.0,7.0,1.0,46.0,4028.0,7791.0,0.0,20.0,4.0,80.0,8.0,2.0,7.0,7.0,0.0,5.0,4,4,2,2,4,1,0,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
710,29.0,806.0,1.0,1.0,76.0,2720.0,18959.0,1.0,18.0,3.0,80.0,10.0,5.0,10.0,7.0,2.0,8.0,4,2,1,1,4,4,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
712,48.0,817.0,2.0,1.0,56.0,8120.0,18597.0,3.0,12.0,3.0,80.0,12.0,3.0,2.0,2.0,2.0,2.0,1,2,4,2,2,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
714,27.0,1410.0,3.0,1.0,71.0,4647.0,16673.0,1.0,20.0,4.0,80.0,6.0,3.0,6.0,5.0,0.0,4.0,1,4,4,2,4,2,2,3,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Y,Yes,0
715,37.0,1225.0,10.0,1.0,80.0,4680.0,15232.0,3.0,17.0,3.0,80.0,4.0,2.0,1.0,0.0,0.0,0.0,2,4,4,1,4,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
716,50.0,1207.0,28.0,1.0,74.0,3221.0,3297.0,1.0,11.0,3.0,80.0,20.0,3.0,20.0,8.0,3.0,8.0,1,4,4,1,3,3,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,Yes,0
717,34.0,1442.0,9.0,1.0,46.0,8621.0,17654.0,1.0,14.0,3.0,80.0,9.0,3.0,8.0,7.0,7.0,7.0,3,4,2,3,2,2,0,4,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
720,24.0,693.0,3.0,1.0,65.0,4577.0,24785.0,9.0,14.0,3.0,80.0,4.0,3.0,2.0,2.0,2.0,0.0,2,1,3,2,3,1,0,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,1
721,39.0,408.0,2.0,1.0,80.0,4553.0,20978.0,1.0,11.0,3.0,80.0,20.0,4.0,20.0,7.0,11.0,10.0,4,4,2,2,3,1,0,3,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Y,No,0
722,32.0,929.0,10.0,1.0,55.0,5396.0,21703.0,1.0,12.0,3.0,80.0,10.0,2.0,10.0,7.0,0.0,8.0,3,4,3,2,4,4,0,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
723,50.0,562.0,8.0,1.0,50.0,6796.0,23452.0,3.0,14.0,3.0,80.0,18.0,4.0,4.0,3.0,1.0,3.0,2,2,3,2,3,1,1,3,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Married,Y,Yes,1
724,38.0,827.0,1.0,1.0,33.0,7625.0,19383.0,0.0,13.0,3.0,80.0,10.0,4.0,9.0,7.0,1.0,8.0,4,2,4,2,4,3,0,2,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,Y,No,0
725,27.0,608.0,1.0,1.0,68.0,7412.0,6009.0,1.0,11.0,3.0,80.0,9.0,3.0,9.0,7.0,0.0,7.0,2,3,3,3,1,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,No,0
727,32.0,1018.0,3.0,1.0,39.0,11159.0,19373.0,3.0,15.0,3.0,80.0,10.0,6.0,7.0,7.0,7.0,7.0,2,3,3,3,4,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,Y,No,0
728,47.0,703.0,14.0,1.0,42.0,4960.0,11825.0,2.0,12.0,3.0,80.0,20.0,2.0,7.0,7.0,1.0,7.0,4,4,3,2,1,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
729,40.0,580.0,5.0,1.0,48.0,10475.0,23772.0,5.0,21.0,4.0,80.0,20.0,2.0,18.0,13.0,1.0,12.0,4,4,2,3,1,3,1,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Y,Yes,0
730,53.0,970.0,7.0,1.0,59.0,14814.0,13514.0,3.0,19.0,3.0,80.0,32.0,3.0,5.0,1.0,1.0,3.0,3,3,4,4,3,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Y,No,0
731,41.0,427.0,10.0,1.0,73.0,19141.0,8861.0,3.0,15.0,3.0,80.0,23.0,2.0,21.0,6.0,12.0,6.0,4,2,2,5,4,2,3,2,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,Y,No,0
732,60.0,1179.0,16.0,1.0,84.0,5405.0,11924.0,8.0,14.0,3.0,80.0,10.0,1.0,2.0,2.0,2.0,2.0,4,1,3,2,1,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
733,27.0,294.0,10.0,1.0,32.0,8793.0,4809.0,1.0,21.0,4.0,80.0,9.0,4.0,9.0,7.0,1.0,7.0,2,4,3,3,1,3,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Y,No,0
734,41.0,314.0,1.0,1.0,59.0,19189.0,19562.0,1.0,12.0,3.0,80.0,22.0,3.0,22.0,7.0,2.0,10.0,3,4,2,5,3,2,1,3,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,Y,No,0
738,50.0,316.0,8.0,1.0,54.0,3875.0,9983.0,7.0,15.0,3.0,80.0,4.0,2.0,2.0,2.0,2.0,2.0,4,4,3,1,2,4,1,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Y,No,0
741,28.0,654.0,1.0,1.0,67.0,2216.0,3872.0,7.0,13.0,3.0,80.0,10.0,4.0,7.0,7.0,3.0,7.0,2,1,1,1,2,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,Yes,1
742,36.0,427.0,8.0,1.0,63.0,11713.0,20335.0,9.0,14.0,3.0,80.0,10.0,2.0,8.0,7.0,0.0,5.0,3,1,4,3,1,1,1,3,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,Y,No,0
743,38.0,168.0,1.0,1.0,81.0,7861.0,15397.0,4.0,14.0,3.0,80.0,10.0,4.0,1.0,0.0,0.0,0.0,3,3,3,3,3,4,0,4,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Y,Yes,0
744,44.0,381.0,24.0,1.0,49.0,3708.0,2104.0,2.0,14.0,3.0,80.0,9.0,5.0,5.0,2.0,1.0,4.0,3,1,1,1,3,3,0,3,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
746,47.0,217.0,3.0,1.0,49.0,13770.0,10225.0,9.0,12.0,3.0,80.0,28.0,2.0,22.0,2.0,11.0,13.0,3,4,3,4,3,4,2,2,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Y,Yes,0
747,30.0,501.0,27.0,1.0,99.0,5304.0,25275.0,7.0,23.0,4.0,80.0,10.0,2.0,8.0,7.0,7.0,7.0,5,3,3,2,4,4,1,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,No,0
749,29.0,1396.0,10.0,1.0,99.0,2642.0,2755.0,1.0,11.0,3.0,80.0,1.0,6.0,1.0,0.0,0.0,0.0,3,3,3,1,3,3,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Y,No,0
752,42.0,933.0,19.0,1.0,57.0,2759.0,20366.0,6.0,12.0,3.0,80.0,7.0,2.0,2.0,2.0,2.0,2.0,3,3,4,1,3,4,0,3,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Y,Yes,1
754,43.0,775.0,15.0,1.0,47.0,6804.0,23683.0,3.0,18.0,3.0,80.0,7.0,5.0,2.0,2.0,2.0,2.0,3,4,2,2,4,3,1,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
757,34.0,970.0,8.0,1.0,96.0,6142.0,7360.0,3.0,11.0,3.0,80.0,10.0,2.0,5.0,1.0,4.0,3.0,2,2,3,2,3,4,0,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
758,23.0,650.0,9.0,1.0,37.0,2500.0,4344.0,1.0,14.0,3.0,80.0,5.0,2.0,4.0,3.0,0.0,2.0,1,2,3,1,1,4,1,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
760,39.0,141.0,3.0,1.0,44.0,6389.0,18767.0,9.0,15.0,3.0,80.0,12.0,3.0,8.0,3.0,3.0,6.0,3,3,4,2,2,3,1,1,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,Y,No,0
762,56.0,832.0,9.0,1.0,81.0,11103.0,20420.0,7.0,11.0,3.0,80.0,30.0,1.0,10.0,7.0,1.0,1.0,3,3,3,4,4,3,0,2,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,No,0
763,40.0,804.0,2.0,1.0,86.0,2342.0,22929.0,0.0,20.0,4.0,80.0,5.0,2.0,4.0,2.0,2.0,3.0,1,4,2,1,4,4,0,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,Yes,0
764,27.0,975.0,7.0,1.0,55.0,6811.0,23398.0,8.0,19.0,3.0,80.0,9.0,2.0,7.0,6.0,0.0,7.0,3,4,2,2,1,1,0,1,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
766,29.0,1090.0,10.0,1.0,83.0,2297.0,17967.0,1.0,14.0,3.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4,3,1,2,4,2,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,Y,No,0
769,53.0,346.0,6.0,1.0,86.0,2450.0,10919.0,2.0,17.0,3.0,80.0,19.0,4.0,2.0,2.0,2.0,2.0,3,4,3,2,4,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,0
771,35.0,1225.0,2.0,1.0,61.0,5093.0,4761.0,2.0,11.0,3.0,80.0,16.0,2.0,1.0,0.0,0.0,0.0,4,4,3,2,1,1,1,4,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,Y,No,0
772,32.0,430.0,24.0,1.0,80.0,5309.0,21146.0,1.0,15.0,3.0,80.0,10.0,2.0,10.0,8.0,4.0,7.0,4,1,3,2,4,4,2,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
773,38.0,268.0,2.0,1.0,92.0,3057.0,20471.0,6.0,13.0,3.0,80.0,6.0,0.0,1.0,0.0,0.0,1.0,5,4,3,1,3,2,1,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,Yes,0
775,34.0,167.0,8.0,1.0,32.0,5121.0,4187.0,3.0,14.0,3.0,80.0,7.0,3.0,0.0,0.0,0.0,0.0,5,2,3,2,1,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Y,No,0
776,52.0,621.0,3.0,1.0,31.0,16856.0,10084.0,1.0,11.0,3.0,80.0,34.0,3.0,34.0,6.0,1.0,16.0,4,3,2,4,1,1,0,4,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Y,No,0
780,33.0,527.0,1.0,1.0,63.0,2686.0,5207.0,1.0,13.0,3.0,80.0,10.0,2.0,10.0,9.0,7.0,8.0,4,4,3,1,4,3,0,2,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Y,Yes,1
781,25.0,883.0,26.0,1.0,32.0,6180.0,22807.0,1.0,23.0,4.0,80.0,6.0,5.0,6.0,5.0,1.0,4.0,1,3,3,2,4,2,0,2,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Y,No,0
783,45.0,954.0,2.0,1.0,46.0,6632.0,12388.0,0.0,13.0,3.0,80.0,9.0,3.0,8.0,7.0,3.0,1.0,2,2,1,2,3,1,0,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,Y,No,0
784,23.0,310.0,10.0,1.0,79.0,3505.0,19630.0,1.0,18.0,3.0,80.0,2.0,3.0,2.0,2.0,0.0,2.0,1,1,4,1,3,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
785,47.0,719.0,27.0,1.0,77.0,6397.0,10339.0,4.0,12.0,3.0,80.0,8.0,2.0,5.0,4.0,1.0,3.0,2,2,4,2,3,4,0,3,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,Y,Yes,1
786,34.0,304.0,2.0,1.0,60.0,6274.0,18686.0,1.0,22.0,4.0,80.0,6.0,5.0,6.0,5.0,1.0,4.0,3,4,3,2,4,3,0,3,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,Y,No,0
787,55.0,725.0,2.0,1.0,78.0,19859.0,21199.0,5.0,13.0,3.0,80.0,24.0,2.0,5.0,2.0,1.0,4.0,3,4,3,5,1,4,1,3,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Y,Yes,1
789,36.0,1434.0,8.0,1.0,76.0,7587.0,14229.0,1.0,15.0,3.0,80.0,10.0,1.0,10.0,7.0,0.0,9.0,4,1,2,3,1,2,0,3,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,0
791,52.0,715.0,19.0,1.0,41.0,4258.0,26589.0,0.0,18.0,3.0,80.0,5.0,3.0,4.0,3.0,1.0,2.0,4,4,3,1,4,1,1,3,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
792,26.0,575.0,1.0,1.0,71.0,4364.0,5288.0,3.0,14.0,3.0,80.0,5.0,2.0,2.0,2.0,2.0,0.0,2,1,1,1,4,1,1,3,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Y,No,0
793,29.0,657.0,27.0,1.0,66.0,4335.0,25549.0,4.0,12.0,3.0,80.0,11.0,3.0,8.0,7.0,1.0,1.0,3,2,3,2,3,1,1,2,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Y,No,0
796,26.0,1146.0,8.0,1.0,38.0,5326.0,3064.0,6.0,17.0,3.0,80.0,6.0,2.0,4.0,3.0,1.0,2.0,3,4,2,2,1,3,0,2,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,Y,No,1
797,34.0,182.0,1.0,1.0,72.0,3280.0,13551.0,2.0,16.0,3.0,80.0,10.0,2.0,4.0,2.0,1.0,3.0,4,2,4,1,4,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,No,0
799,54.0,376.0,19.0,1.0,95.0,5485.0,22670.0,9.0,11.0,3.0,80.0,9.0,4.0,5.0,3.0,1.0,4.0,4,4,3,2,1,2,2,3,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Y,Yes,0
800,27.0,829.0,8.0,1.0,84.0,4342.0,24008.0,0.0,19.0,3.0,80.0,5.0,3.0,4.0,2.0,1.0,1.0,1,3,3,2,4,2,1,3,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
